title,artists,featured_artists,source,spotify_popularity,spotify_release_date,spotify_genres,spotify_track_id,match_key,__key__,is_hit,file_name,total_plays,spotify_streams
Cảm Ơn,Will,Minh Tốc & Lam,zingmp3,0.0,2025-11-14,"v-pop, vietnam indie, vietnamese lo-fi",0djfbUERjJZby22gTdDhxL,camon||will,"('cảm ơn', 'will', 'lam, minh, tốc')",0.0,Cảm Ơn - Will.mp3,61000.0,2959.0
Bức Tranh Và Cánh Chim,Hoàng Dũng,,bsides_non_hit,39.0,2025-07-09,"v-pop, vietnam indie, vietnamese lo-fi, vietnamese hip hop",2q6qZMPd4lNMCkvc06s7zs,buctranhvacanhchim||hoangdung,"('bức tranh và cánh chim', 'dũng, hoàng', 'nan')",0.0,Bức Tranh Và Cánh Chim.mp3,133000.0,283420.0
Mạnh Mẽ Ai Xem,JayKii,,bsides_non_hit,27.0,2025-09-25,"v-pop, vietnamese lo-fi, vietnam indie",6Jx9W1f0cPfjRL0xm6jEtH,manhmeaixem||jaykii,"('mạnh mẽ ai xem', 'jaykii', 'nan')",0.0,Mạnh Mẽ Ai Xem.mp3,224000.0,37449.0
một mình ở đây,bùi lan hương,,zingmp3,32.0,2025-06-20,"v-pop, vietnam indie",2Voeolkjs3dZxjK04Kpdkh,motminhoday||builanhuong,"('một mình ở đây', 'bùi, hương, lan', 'nan')",0.0,một mình ở đây.mp3,151000.0,227802.0
ĐÔI LỜI,NIT,,bsides_non_hit,3.0,2025-01-09,"v-pop, vietnamese lo-fi, vinahouse, vietnam indie",78415pqdUQz2dqWtFj7rZP,doiloi||nit,"('đôi lời', 'nit', 'nan')",0.0,ĐÔI LỜI.mp3,6000.0,13403.0
Người Âm Phủ,Osad,,new_hits_scraped_old,52.0,2018-01-01,"v-pop, vietnamese hip hop",0aEUEtNf9u85BTvBI9Hsoq,nguoiamphu||osad,"('người âm phủ', 'osad', '')",1.0,Người Âm Phủ.mp3,405200000.0,11553739.0
Nơi Tình Yêu Bắt Đầu,Bùi Anh Tuấn,,spotify,58.0,2016-09-15,v-pop,5y3m3UvJRHDPCqO2SBq98f,noitinhyeubatdau||buianhtuan,"('nơi tình yêu bắt đầu', 'anh, bùi, tuấn', 'nan')",0.0,Nơi Tình Yêu Bắt Đầu.mp3,79000.0,96251.0
lo người ướt áo,nguyễn thạc bảo ngọc,,zingmp3,0.0,2025-11-11,"vinahouse, v-pop",5XnkbEgL1vKoor7Us9YLTr,longuoiuotao||nguyenthacbaongoc,"('lo người ướt áo', 'bảo, nguyễn, ngọc, thạc', 'nan')",0.0,lo người ướt áo.mp3,640000.0,16117.0
buông đôi tay nhau ra,sơn tùng m-tp,,"nct, new_hits_scraped_old, spotify",67.0,2017-04-01,"v-pop, vinahouse, vietnamese hip hop",3P3rcI48wwVEgxF5vPM6pG,buongdoitaynhaura||sontungmtp,"('buông đôi tay nhau ra', 'm-tp, sơn, tùng', 'nan')",1.0,buông đôi tay nhau ra.mp3,0.0,38256144.0
cưa em bốn mùa,nb3 hoài bảo,ct,zingmp3,32.0,2025-10-27,"vinahouse, vietnamese lo-fi, v-pop, lo-fi",1arYzhjZeNFSzHDXL1YjOd,cuaembonmua||nb3hoaibao,"('cưa em bốn mùa', 'bảo, hoài, nb3', 'ct')",0.0,cưa em bốn mùa.mp3,578000.0,55820.0
mảnh tình sai đôi,thành đạt,,zingmp3,34.0,2025-10-08,"vinahouse, v-pop",2cY72eGi5dHcjRgKijHFFu,manhtinhsaidoi||thanhdat,"('mảnh tình sai đôi', 'thành, đạt', 'nan')",1.0,mảnh tình sai đôi - thành đạt.mp3,1200000.0,76997.0
pin dự phòng,dương domic,lou hoàng,"apple, nct, spotify",57.0,2024-11-22,"v-pop, vietnamese hip hop",29Tj2R8sZZ3fzlXZVe1OyY,pinduphong||duongdomic,"('pin dự phòng', 'domic, dương', 'hoàng, lou')",1.0,pin dự phòng.mp3,12400000.0,11314940.0
mình là người yêu cũ,khả hiệp,,zingmp3,37.0,2025-07-22,"vinahouse, v-pop, vietnamese lo-fi",2FkAmNeQP75saHAecg0vkr,minhlanguoiyeucu||khahiep,"('mình là người yêu cũ', 'hiệp, khả', 'nan')",1.0,mình là người yêu cũ.mp3,12400000.0,183746.0
Không Hối Hận,Chillies,,bsides_non_hit,32.0,2025-10-16,"v-pop, vietnam indie, vietnamese hip hop",70YAIRgdk1u4ao0Va2z2Iy,khonghoihan||chillies,"('không hối hận', 'chillies', 'nan')",0.0,Không Hối Hận.mp3,296.0,41507.0
Hạ Còn Vương Nắng,DatKaa,,"new_hits_scraped, new_hits_scraped_old",56.0,2021-04-04,"v-pop, vinahouse, vietnamese lo-fi",7sKeO4FYQzjMUCnoyTo3dh,haconvuongnang||datkaa,"('hạ còn vương nắng', 'datkaa', 'nan')",1.0,Hạ Còn Vương Nắng.mp3,182900000.0,5976258.0
Chạy Khỏi Thế Giới Này,Da LAB,,"new_hits_scraped, new_hits_scraped_old",60.0,2022-06-30,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi, vinahouse",2e6uyFP80Vuaz7V7bDWD0e,chaykhoithegioinay||dalab,"('chạy khỏi thế giới này', 'da, lab', 'nan')",1.0,Chạy Khỏi Thế Giới Này.mp3,17000000.0,50647828.0
Được Và Mất (feat. Hngle),PAR SG,,bsides_non_hit,22.0,2025-05-09,"vietnamese lo-fi, vietnamese hip hop, vietnam indie, v-pop",2g5O9eciZ7uib7SFbprnM6,duocvamat||parsg,"('được và mất', 'par, sg', 'hngle, nan')",0.0,Được Và Mất (feat. Hngle).mp3,160905.0,46438.0
Ở ĐÂY AI CŨNG THƯƠNG CON,ANH TRAI SAY HI,"CONGB, Ngô Kiến Huy, OgeNus, RIO, Dillan Hoàng Phan","nct, spotify, zingmp3",0.0,2025-11-18,"v-pop, vietnamese hip hop",7frRLER8KT0oAe2ueNalnf,odayaicungthuongcon||anhtraisayhi,"('ở đây ai cũng thương con', 'anh, hi, say, trai', 'congb, dillan, hoàng, huy, kiến, ngô, ogenus, phan, rio')",1.0,Ở ĐÂY AI CŨNG THƯƠNG CON.mp3,336000.0,186662.0
Một Ngàn Nỗi Đau,Văn Mai Hương,,"new_hits_scraped, new_hits_scraped_old",52.0,2022-06-23,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",05X3a0YGmS1rbH50aL8lGF,motngannoidau||vanmaihuong,"('một ngàn nỗi đau', 'hương, mai, văn', 'nan')",1.0,Một Ngàn Nỗi Đau.mp3,37900000.0,23607524.0
Và Thế Giới Đã Mất Đi Một Người Cô Đơn,marzuz,Changg,spotify,58.0,2024-05-18,"v-pop, vietnam indie, vietnamese hip hop",6Qwl74olNi1rl65FNxG5We,vathegioidamatdimotnguoicodon||marzuz,"('và thế giới đã mất đi một người cô đơn', 'marzuz', 'changg')",0.0,Và Thế Giới Đã Mất Đi Một Người Cô Đơn.mp3,151000.0,850448.0
Sao Ta Lại Xa Nhau,Anh Quân Idol,,bsides_non_hit,13.0,2024-04-19,"vinahouse, vietnamese lo-fi, v-pop",3ndW3SkGAtCUaXcv2kEsWd,saotalaixanhau||anhquanidol,"('sao ta lại xa nhau', 'anh, idol, quân', 'nan')",0.0,Sao Ta Lại Xa Nhau.mp3,27000.0,11831.0
Bóng Phù Hoa,Phương Mỹ Chi,,"new_hits_scraped, new_hits_scraped_old",50.0,2023-09-18,"v-pop, vietnamese bolero",3fw9v7CztM2mqu1jCtbg9f,bongphuhoa||phuongmychi,"('bóng phù hoa', 'chi, mỹ, phương', 'nan')",1.0,Bóng Phù Hoa.mp3,7000.0,8182254.0
Răng Khôn (feat. RIN9),Phí Phương Anh,,"new_hits_scraped, new_hits_scraped_old",50.0,2021-04-22,"v-pop, vietnamese lo-fi, vinahouse",2c0QMztYu6PCfFrGLqHXIV,rangkhon||phiphuonganh,"('răng khôn', 'anh, phí, phương', 'nan, rin9')",1.0,Răng Khôn (feat. RIN9).mp3,59700000.0,20780199.0
Kiếp Sau Vẫn Là Người Việt Nam,Quốc Thiên,"Dương Hoàng Yến, Lâm Bảo Ngọc, Quân A.P, Thu Huyền",zingmp3,43.0,2025-08-07,"v-pop, vietnamese bolero",33POGASAcJYegIc3CUobPU,kiepsauvanlanguoivietnam||quocthien,"('kiếp sau vẫn là người việt nam', 'quốc, thiên', 'a, bảo, dương, hoàng, huyền, lâm, ngọc, p, quân, thu, yến')",0.0,Kiếp Sau Vẫn Là Người Việt Nam.mp3,756000.0,394442.0
Nói Anh Nghe,Hngle,,bsides_non_hit,40.0,2024-03-03,v-pop,7cameXCQnrVVReDGvKTos0,noianhnghe||hngle,"('nói anh nghe', 'hngle', 'nan')",0.0,Nói Anh Nghe.mp3,272000.0,1058080.0
Dừng Lại Đây Thôi,Hoa Vinh,,"new_hits_scraped, new_hits_scraped_old",54.0,2019-09-25,"v-pop, vinahouse",4zJmtAph1ENoEnSFHO3tlk,dunglaidaythoi||hoavinh,"('dừng lại đây thôi', 'hoa, vinh', 'nan')",1.0,Dừng Lại Đây Thôi.mp3,141200000.0,5248423.0
Chong Đèn Canh Thâu,Trungg I.U,,bsides_non_hit,31.0,2025-07-18,"v-pop, vinahouse, vietnam indie",20BPNO5wYqbcDw7k2ODxHb,chongdencanhthau||trunggiu,"('chong đèn canh thâu', 'i, trungg, u', 'nan')",0.0,Chong Đèn Canh Thâu.mp3,256000.0,117252.0
"3107 4 (feat. Erik, Nâu)",W/N,,"new_hits_scraped, new_hits_scraped_old",59.0,2022-07-31,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",45PPoUgqs3JrhkZGEzSUHT,31074||wn,"('3107 4', 'n, w', 'erik, nan, nâu')",1.0,"3107 4 (feat. Erik, Nâu).mp3",3107.0,26514754.0
kịch bản,táo,hoàng yến chibi,spotify,58.0,2025-10-23,"vietnamese hip hop, vietnamese lo-fi, vietnam indie, v-pop",0gxXkhbz8x0P0GNN2Pc3lm,kichban||tao,"('kịch bản', 'táo', 'chibi, hoàng, yến')",0.0,kịch bản.mp3,196000.0,1675757.0
đợi,52hz,"wean, rio","new_hits_scraped, new_hits_scraped_old, spotify",62.0,2024-01-31,"v-pop, vietnam indie, vietnamese hip hop",33S16Xa5cZmLPhn6eZI4Nm,doi||52hz,"('đợi', '52hz', 'rio, wean')",1.0,đợi.mp3,4500000.0,30126540.0
Có Quá Trễ,(S)TRONG,,bsides_non_hit,39.0,2025-09-24,"v-pop, vietnam indie",34R5Zs20M50s5lmpdZAMQa,coquatre||strong,"('có quá trễ', 's, trong', 'nan')",0.0,Có Quá Trễ.mp3,321000.0,166926.0
không thể say,hieuthuhai,,"apple, new_hits_scraped_old, spotify",67.0,2023-10-16,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie, vinahouse",1K0HQ30Wc11okzlcnFA7Ub,khongthesay||hieuthuhai,"('không thể say', 'hieuthuhai', 'nan')",1.0,không thể say.mp3,102000.0,67892485.0
Anh Vẫn Ở Đây,Quang Đăng Trần,,bsides_non_hit,38.0,2025-06-30,"vietnamese lo-fi, v-pop, vinahouse",3HiEO7xIH81yDVivdugnDP,anhvanoday||quangdangtran,"('anh vẫn ở đây', 'quang, trần, đăng', 'nan')",0.0,Anh Vẫn Ở Đây.mp3,173000.0,236135.0
Qua Khung Cửa Sổ,Chillies,,new_hits_scraped_old,52.0,2021-05-05,"v-pop, vietnam indie, vietnamese hip hop",5tuggdTrO21Wi9ydcyUXlX,quakhungcuaso||chillies,"('qua khung cửa sổ', 'chillies', '')",1.0,Qua Khung Cửa Sổ.mp3,2000.0,10372718.0
Độ Tộc 2,Độ Mixi,,new_hits_scraped_old,38.0,2021-09-22,"vietnamese hip hop, v-pop",6B4AdZzwagId7wvWeJEkiq,dotoc2||domixi,"('độ tộc 2', 'mixi, độ', '')",1.0,Độ Tộc 2.mp3,34300000.0,5112203.0
CŨNG MAY LÀ Ế,ANH TRAI SAY HI,"B Ray, Karik, CODYNAMVO, Gill, Ryn Lee","nct, zingmp3",0.0,2025-11-18,"v-pop, vietnamese hip hop",4z8hRN2ykeruWRhreZWtpH,cungmaylae||anhtraisayhi,"('cũng may là ế', 'anh, hi, say, trai', 'b, codynamvo, gill, karik, lee, ray, ryn')",1.0,CŨNG MAY LÀ Ế.mp3,420000.0,450978.0
Khép Lại,Linh Hương Luz,,zingmp3,14.0,2025-08-22,"vinahouse, v-pop, vietnamese lo-fi",7al6ZREBUKbtwH2VpsaAkh,kheplai||linhhuongluz,"('khép lại', 'hương, linh, luz', 'nan')",0.0,Khép Lại.mp3,296000.0,14502.0
Sau Lưng Anh Có Ai Kìa,Thiều Bảo Trâm,,new_hits_scraped_old,49.0,2022-04-11,"v-pop, vietnamese lo-fi",3AWGEluq3VIBh4k4aIJN1p,saulunganhcoaikia||thieubaotram,"('sau lưng anh có ai kìa', 'bảo, thiều, trâm', '')",1.0,Sau Lưng Anh Có Ai Kìa.mp3,43300000.0,9473581.0
đưa em về nhàa,grey d,chillies,"apple, new_hits_scraped_old, spotify",61.0,2023-04-24,"v-pop, vietnam indie, vietnamese hip hop",5LQpQ6SDeaz6SIkR0lvsoC,duaemvenhaa||greyd,"('đưa em về nhàa', 'd, grey', 'chillies')",1.0,đưa em về nhàa.mp3,15600000.0,43195791.0
Hướng Dương,Changg,,"new_hits_scraped, new_hits_scraped_old",55.0,2021-05-20,"v-pop, vietnam indie, vietnamese hip hop, vietnamese lo-fi",65uxT4ZGe6eOABj1g5V2Fj,huongduong||changg,"('hướng dương', 'changg', 'nan')",1.0,Hướng Dương.mp3,12500000.0,11377490.0
Hoa Nở Không Màu,Hoài Lâm,,new_hits_scraped_old,48.0,2020-05-30,"v-pop, vietnamese lo-fi, vietnamese bolero, bolero, vietnam indie",5rVRjE3K44dbMAVtjvLdQh,hoanokhongmau||hoailam,"('hoa nở không màu', 'hoài, lâm', '')",1.0,Hoa Nở Không Màu.mp3,7800000.0,12349781.0
Xin Đừng Nhấc Máy,B Ray,,new_hits_scraped_old,53.0,2021-04-01,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",5lNJtOVO7b44Aae8zJ5fFB,xindungnhacmay||bray,"('xin đừng nhấc máy', 'b, ray', '')",1.0,Xin Đừng Nhấc Máy.mp3,29500000.0,19200695.0
Chúng Ta Của Tương Lai,Sơn Tùng M-TP,,new_hits_scraped_old,60.0,2024-03-08,"v-pop, vinahouse, vietnamese hip hop, vietnam indie",3OVMe3H6iAxbLF8iD2UYrw,chungtacuatuonglai||sontungmtp,"('chúng ta của tương lai', 'm-tp, sơn, tùng', '')",1.0,Chúng Ta Của Tương Lai.mp3,15400000.0,38810781.0
yêu 5,rhymastic,,apple,60.0,2017-01-01,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",5U30iZBlmxkpHqzb1OSnBS,yeu5||rhymastic,"('yêu 5', 'rhymastic', 'nan')",0.0,yêu 5.mp3,151000.0,30015845.0
VẠN LÝ ĐỘC HÀNH,ANH TRAI SAY HI,Karik,"nct, zingmp3",41.0,2025-12-01,"v-pop, vietnamese hip hop",3VZ8FQU6dxZsMbHSU0XsO8,vanlydochanh||anhtraisayhi,"('vạn lý độc hành', 'anh, hi, say, trai', 'karik')",0.0,VẠN LÝ ĐỘC HÀNH.mp3,43000.0,96003.0
Những Cơn Đau Ngày Đầu,Duongg,,bsides_non_hit,47.0,2025-07-31,"vietnamese lo-fi, v-pop, vietnam indie",1VFloIPjJu3ORgQIzHqK8c,nhungcondaungaydau||duongg,"('những cơn đau ngày đầu', 'duongg', 'nan')",0.0,Những Cơn Đau Ngày Đầu.mp3,270000.0,679107.0
Vườn mây vừa hay,Ân ngờ,MYLINA,"spotify, zingmp3",59.0,2025-08-23,"v-pop, vietnam indie",084taGXkVELabQBsFMFGL8,vuonmayvuahay||anngo,"('vườn mây vừa hay', 'ngờ, ân', 'mylina')",0.0,Vườn mây vừa hay.mp3,649000.0,1293058.0
Cung Đàn Vỡ Đôi,Chi Pu,,new_hits_scraped_old,36.0,2020-06-04,"v-pop, vinahouse, vietnam indie",5ZRsfmDqd04BcmCqJPB9AV,cungdanvodoi||chipu,"('cung đàn vỡ đôi', 'chi, pu', '')",1.0,Cung Đàn Vỡ Đôi.mp3,250000.0,3052950.0
Chúng Ta Không Thuộc Về Nhau,Sơn Tùng M-TP,,"new_hits_scraped_old, spotify",62.0,2017-04-01,"v-pop, vinahouse, vietnamese hip hop",7bn8ckDTI4EQIKZ6jRL4K0,chungtakhongthuocvenhau||sontungmtp,"('chúng ta không thuộc về nhau', 'm-tp, sơn, tùng', 'nan')",1.0,Chúng Ta Không Thuộc Về Nhau.mp3,202000.0,7186319.0
Và Thế Là Hết,Chillies,,"new_hits_scraped, new_hits_scraped_old",51.0,2018-12-24,"v-pop, vietnam indie, vietnamese hip hop",0Bk064jKjWtfdOD8UkcImR,vathelahet||chillies,"('và thế là hết', 'chillies', 'nan')",1.0,Và Thế Là Hết.mp3,6000.0,41986665.0
Được yêu,The Wind,,bsides_non_hit,27.0,2025-07-02,"vietnamese hip hop, v-pop",2SbVXr4SIKfF7RtLuMUwSq,duocyeu||thewind,"('được yêu', 'the, wind', 'nan')",0.0,Được yêu.mp3,115500000.0,57358.0
gã săn cá,em xinh say hi,"lâm bảo ngọc, quỳnh anh shyn, maiquinn, saabirose, quang hùng masterd","apple, nct, new_hits_scraped_old, zingmp3",61.0,2025-06-30,v-pop,34FhBswjcDbFzGx8zcPqoj,gasanca||emxinhsayhi,"('gã săn cá', 'em, hi, say, xinh', 'anh, bảo, hùng, lâm, maiquinn, masterd, ngọc, quang, quỳnh, saabirose, shyn')",1.0,gã săn cá.mp3,7500000.0,8944649.0
sau ngần ấy năm,hà nhi,,zingmp3,50.0,2025-05-21,"v-pop, vinahouse, vietnam indie, vietnamese lo-fi",2k6iN3YG0R1uIWIhY4GsH9,saunganaynam||hanhi,"('sau ngần ấy năm', 'hà, nhi', 'nan')",0.0,sau ngần ấy năm.mp3,7700000.0,2255317.0
When I'm Gone,LAMOON,,zingmp3,46.0,2025-09-04,v-pop,5Ov59KSL4FPruAFR8UXZPB,whenimgone||lamoon,"(""when i'm gone"", 'lamoon', 'nan')",0.0,When I'm Gone.mp3,232000.0,585752.0
nếu lúc đó,tlinh,2pillz,"apple, new_hits_scraped_old, spotify",63.0,2023-08-16,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",5ouxRyInSdRBQubu3KTd97,neulucdo||tlinh,"('nếu lúc đó', 'tlinh', '2pillz')",1.0,nếu lúc đó.mp3,2950000.0,60652822.0
id 2022 (feat. 267),W/N,,"new_hits_scraped, new_hits_scraped_old",54.0,2023-12-31,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",5yNB5nPXblrSwtS9d0ssAU,id2022||wn,"('id 2022', 'n, w', '267, nan')",1.0,id 2022 (feat. 267).mp3,2022.0,9770220.0
khi em lớn,orange,hoàng dũng,"new_hits_scraped_old, spotify",59.0,2021-04-20,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",3J06iY9IRWKr1H0zIxrUby,khiemlon||orange,"('khi em lớn', 'orange', 'dũng, hoàng')",1.0,khi em lớn.mp3,601000.0,33641214.0
Mượn Rượu Tỏ Tình,BigDaddy,,"new_hits_scraped, new_hits_scraped_old",56.0,2019-01-18,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",21PfXNAfEIaw1XZeSFGHkt,muonruoutotinh||bigdaddy,"('mượn rượu tỏ tình', 'bigdaddy', 'nan')",1.0,Mượn Rượu Tỏ Tình.mp3,0.0,27107457.0
em,binz,,"apple, bsides_non_hit, nct, new_hits_scraped, new_hits_scraped_old, spotify",65.0,2025-10-25,"vietnamese hip hop, v-pop, vietnam indie, vinahouse",1UhQ0VwKq2PGnLiAZOJYV1,em||binz,"('em', 'binz', 'nan')",1.0,em.mp3,0.0,4288859.0
Bông Hoa Nhài,JustaTee,,bsides_non_hit,37.0,2025-06-10,"v-pop, vietnamese hip hop, vietnam indie",6p5YdzjbV80ZmzIwk3rvMr,bonghoanhai||justatee,"('bông hoa nhài', 'justatee', 'nan')",0.0,Bông Hoa Nhài.mp3,25600000.0,678911.0
Nói Cho Anh Nghe,Lê Hiếu,,bsides_non_hit,10.0,2024-11-27,"v-pop, vietnam indie, vietnamese bolero, vietnamese hip hop, vinahouse",1Ypc9r0TEP5KU2qdmhHQe4,noichoanhnghe||lehieu,"('nói cho anh nghe', 'hiếu, lê', 'nan')",0.0,Nói Cho Anh Nghe.mp3,17000.0,40410.0
Là Do Anh Tưởng Tượng,Quang Đăng Trần,,bsides_non_hit,22.0,2024-09-11,"vietnamese lo-fi, v-pop, vinahouse",0l1yMnTXLONLOOD3LTZGAA,ladoanhtuongtuong||quangdangtran,"('là do anh tưởng tượng', 'quang, trần, đăng', 'nan')",0.0,Là Do Anh Tưởng Tượng.mp3,5800000.0,84384.0
kết thúc và chia tay,nguyễn kiều oanh,,zingmp3,34.0,2025-10-21,v-pop,7wnIhOc840NgqG4xEbcWvu,ketthucvachiatay||nguyenkieuoanh,"('kết thúc và chia tay', 'kiều, nguyễn, oanh', 'nan')",1.0,kết thúc và chia tay.mp3,366000.0,82045.0
Say Sóng,Tăng Duy Tân,,"new_hits_scraped, new_hits_scraped_old",56.0,2024-10-29,"v-pop, vinahouse, vietnamese lo-fi",4rIBbB1vt0lEKDG2UTmfP0,saysong||tangduytan,"('say sóng', 'duy, tân, tăng', 'nan')",1.0,Say Sóng.mp3,17400000.0,8509453.0
Đi Cùng Anh,buitruonglinh,,bsides_non_hit,46.0,2024-12-12,"v-pop, vietnamese lo-fi, vietnam indie, vinahouse",0vTUSbdeEPuf5km8YebNAg,dicunganh||buitruonglinh,"('đi cùng anh', 'buitruonglinh', 'nan')",0.0,Đi Cùng Anh.mp3,342000.0,1482396.0
lễ đường,kai đinh,,"new_hits_scraped_old, spotify, zingmp3",62.0,2025-03-09,"v-pop, vietnamese lo-fi, vietnam indie",3y66li7DIrH7HLKIZzxR5H,leduong||kaidinh,"('lễ đường', 'kai, đinh', 'nan')",1.0,lễ đường.mp3,11200000.0,17638237.0
bông hoa đẹp nhất,quân a.p,,"new_hits_scraped_old, spotify",60.0,2020-09-07,"v-pop, vietnamese lo-fi",4TyQKEifYDWTfTSRwpxlYI,bonghoadepnhat||quanap,"('bông hoa đẹp nhất', 'a, p, quân', 'nan')",1.0,bông hoa đẹp nhất.mp3,224800000.0,22835767.0
Lựa Chọn Của Em (feat. Cigar),PAR SG,,bsides_non_hit,22.0,2025-05-09,"vietnamese lo-fi, vietnamese hip hop, vietnam indie, v-pop",1fwgdNPdqSw28WpZA9kLdb,luachoncuaem||parsg,"('lựa chọn của em', 'par, sg', 'cigar, nan')",0.0,Lựa Chọn Của Em (feat. Cigar).mp3,160905.0,31218.0
dù cho mai về sau,buitruonglinh,,"new_hits_scraped_old, spotify",62.0,2020-11-17,"v-pop, vietnamese lo-fi, vietnam indie, vinahouse",4Iz5EWPCAT8jYNk4IpLoll,duchomaivesau||buitruonglinh,"('dù cho mai về sau', 'buitruonglinh', 'nan')",1.0,dù cho mai về sau.mp3,12400000.0,37861904.0
Cưới Đi,2T,,"new_hits_scraped, new_hits_scraped_old",50.0,2020-08-28,"vietnamese lo-fi, v-pop, vietnamese hip hop, vietnam indie",2zrQ6CKJuLH8GFOPNqAxys,cuoidi||2t,"('cưới đi', '2t', 'nan')",1.0,Cưới Đi.mp3,5500000.0,7858559.0
mùa mưa ấy,vũ.,,apple,57.0,2024-09-27,"v-pop, vietnam indie, vietnamese lo-fi",3qllaNK66kKxX123f0eKpj,muamuaay||vu,"('mùa mưa ấy', 'vũ', 'nan')",0.0,mùa mưa ấy.mp3,426000.0,7612623.0
hơn là bạn,anh trai say hi,"ngô kiến huy, vũ cát tường, karik, vương bình, sơn.k, min","apple, nct, spotify, zingmp3",52.0,2025-11-03,"v-pop, vietnamese hip hop",6HfodJwwVoCsygZqZ2xKYN,honlaban||anhtraisayhi,"('hơn là bạn', 'anh, hi, say, trai', 'bình, cát, huy, k, karik, kiến, min, ngô, sơn, tường, vũ, vương')",1.0,hơn là bạn.mp3,688000.0,1211207.0
Mưa Tháng Sáu,Văn Mai Hương,,new_hits_scraped_old,48.0,2023-05-24,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",23SUnSd024ACX7u1AUXsGc,muathangsau||vanmaihuong,"('mưa tháng sáu', 'hương, mai, văn', '')",1.0,Mưa Tháng Sáu.mp3,47600000.0,15316865.0
2025,Richie D. ICY,,bsides_non_hit,38.0,2025-10-10,"vietnamese hip hop, v-pop",3H0crn1dmj1leEzTCws5SW,2025||richiedicy,"('2025', 'd, icy, richie', 'nan')",0.0,2025.mp3,2025.0,121927.0
Dành Cho Em,Hoàng Tôn,,"new_hits_scraped, new_hits_scraped_old",56.0,2015-01-01,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",37KEMM9tMw5Tb5GWlBmOVM,danhchoem||hoangton,"('dành cho em', 'hoàng, tôn', 'nan')",1.0,Dành Cho Em.mp3,395000.0,16204716.0
vet mua,vũ cát tường,,"new_hits_scraped, new_hits_scraped_old, spotify",63.0,2014-01-01,"v-pop, vietnam indie",5cn5oHiXJTLiuthgbgfkMh,vetmua||vucattuong,"('vet mua', 'cát, tường, vũ', 'nan')",1.0,vet mua.mp3,66400000.0,26818752.0
nhắn nhủ,ronboogz,,"new_hits_scraped_old, spotify",64.0,2023-12-12,"v-pop, vietnamese hip hop, vietnam indie",2uZmeuNAxSm7XfVIwLkhCx,nhannhu||ronboogz,"('nhắn nhủ', 'ronboogz', 'nan')",1.0,nhắn nhủ.mp3,10400000.0,41114564.0
Con Đường Mưa,Đặng Vĩnh Thịnh,,bsides_non_hit,30.0,2025-02-16,"v-pop, vietnam indie",0fy83aSwInNBE72Ajbocw8,conduongmua||dangvinhthinh,"('con đường mưa', 'thịnh, vĩnh, đặng', 'nan')",0.0,Con Đường Mưa.mp3,9000.0,92148.0
Moi Anh Vao Team Em,Chi Pu,,new_hits_scraped_old,35.0,2018-11-27,"v-pop, vinahouse, vietnam indie",4fx2Hs100AuN9qPsFj3fW7,moianhvaoteamem||chipu,"('moi anh vao team em', 'chi, pu', '')",1.0,Moi Anh Vao Team Em.mp3,5000.0,3861980.0
Bắc Bling (Bắc Ninh),Hòa Minzy,"Xuân Hinh, Tuấn Cry, Masew","new_hits_scraped, new_hits_scraped_old, zingmp3",50.0,2025-03-01,"v-pop, vinahouse",4L2xuczFpbb7cjXebOBNkt,bacblingbacninh||hoaminzy,"('bắc bling bắc ninh', 'hòa, minzy', 'cry, hinh, masew, tuấn, xuân')",1.0,Bắc Bling (Bắc Ninh).mp3,23700000.0,8781504.0
Bằng Lòng,Karik,,bsides_non_hit,31.0,2024-07-11,"v-pop, vietnamese hip hop, vietnam indie",5362i5VyrHg1Keyyhudf0z,banglong||karik,"('bằng lòng', 'karik', 'nan')",0.0,Bằng Lòng.mp3,4900000.0,337693.0
Vì Anh Đau,CoolKid,,bsides_non_hit,36.0,2025-04-24,"v-pop, vietnamese hip hop",4pw9O3kNtpKKKZLmtEx7Gy,vianhdau||coolkid,"('vì anh đau', 'coolkid', 'nan')",0.0,Vì Anh Đau.mp3,155000.0,273044.0
người tình,52Hz,,bsides_non_hit,41.0,2024-11-15,"v-pop, vietnam indie, vietnamese hip hop",59HQYVHZiYhgfvSi8VhJAx,nguoitinh||52hz,"('người tình', '52hz', 'nan')",0.0,người tình.mp3,178000.0,739481.0
anh vui,phạm kỳ,,nct,57.0,2023-03-10,"vinahouse, v-pop, vietnamese lo-fi",7asicziv1NB49eEA1ZPp2O,anhvui||phamky,"('anh vui', 'kỳ, phạm', 'nan')",1.0,anh vui.mp3,13700000.0,5090141.0
