file_name,spotify_track_id,sent_lexicon,score_lexicon,sent_phobert,conf_phobert,final_sentiment,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count
cấm đoán - bùi lan hương.mp3,1PnZZGdDCWditjccwXj18s,negative,-0.0815,negative,0.6891,negative,232.0,0.4655,77.0,81.0,8.0
cưới anh đi - 2t.mp3,1PsXeN22Shjc6n4msgmtno,neutral,-0.0071,positive,0.9674,positive,338.0,0.3669,125.0,95.0,24.0
muốn cưa được em - freaky.mp3,1pWRKKeB7gBaIn44EW9H9U,negative,-0.0575,positive,0.866,negative,531.0,0.4369,173.0,176.0,36.0
là tại anh sai - châu khải phong.mp3,1qF0Bx011bmZoYA6OJFW9L,negative,-0.0843,negative,0.8794,negative,415.0,0.2795,140.0,124.0,18.0
gonna be you - linh ka.mp3,1qGD0pluRScUcMhojxeyrk,negative,-0.046,positive,0.6992,negative,457.0,0.4092,137.0,135.0,25.0
thú vị hơn vậy - (s)trong.mp3,1qiVfe0m4VP5Dx48R0Eyxe,positive,0.0125,positive,0.9914,positive,423.0,0.2979,152.0,124.0,49.0
giấc du miên - 2pillz.mp3,1Qk9TL0ZClBUWRZnOQS1S9,neutral,0.0063,positive,0.8669,neutral,335.0,0.406,125.0,90.0,21.0
gói nắng mang về - hoàng dũng.mp3,1qQWSDfd00kQgeKkM6b8Zt,positive,0.0427,positive,0.9874,positive,400.0,0.3625,142.0,121.0,22.0
ngày mùa đông - chillies.mp3,1Qu8DkWAMnAOOZ1b3FfOBb,negative,-0.0743,positive,0.8158,negative,334.0,0.4162,100.0,86.0,25.0
hẹn lần sau - maydays.mp3,1r9gNSD1WUFscqTSA2Rcet,negative,-0.0218,negative,0.6562,negative,305.0,0.2951,93.0,78.0,6.0
gọi tên một nỗi buồn - lâm bảo ngọc.mp3,1r8NlgGh9ee0ImTVg62M9G,negative,-0.1163,neutral,0.7487,negative,319.0,0.2163,67.0,110.0,22.0
vì em cô đơn - lemese.mp3,1r9V8yAotVeBq1oW9qenaw,negative,-0.1502,positive,0.6572,negative,286.0,0.3601,71.0,88.0,28.0
men cry - binz.mp3,1rheIKICb1pJalgYzxX9dn,negative,-0.0333,positive,0.9912,negative,293.0,0.4403,139.0,101.0,7.0
hy vọng - hustlang robber.mp3,1RMz0IBZEQbyDjRF1i62nA,negative,-0.0254,neutral,0.9425,negative,341.0,0.6246,112.0,97.0,15.0
khác biệt to lớn - forest studio.mp3,1RoQEu00JKjVzLfyPqw2aD,negative,-0.0221,positive,0.9568,negative,303.0,0.3201,91.0,65.0,32.0
tiễn khách - bích phương.mp3,1RRMwNycLH4pOgpdLj0iFk,neutral,-0.0069,positive,0.9603,positive,304.0,0.3158,80.0,78.0,20.0
ta là (feat. clean bandit) - justatee.mp3,1rTRvVLoblRpOjqXsyIT3a,positive,0.024,positive,0.8874,positive,481.0,0.3326,147.0,139.0,22.0
keep me in love (feat. kimmese) - hồ ngọc hà.mp3,1SCIz90qrZ0U6ZR1lC4f4X,negative,-0.0181,positive,0.9929,positive,286.0,0.2692,124.0,105.0,11.0
bài hát đôi cho em - hà anh tuấn.mp3,1sdZM6IPvnFieNkXSrQ6q1,positive,0.1073,positive,0.9928,positive,160.0,0.6062,60.0,46.0,11.0
nửa kia là quạnh hiu - khiem.mp3,1SeSeNe4G2nJ5cn0cnqBxg,negative,-0.0349,neutral,0.768,negative,345.0,0.3913,104.0,92.0,26.0
lần này - hào.mp3,1sh5e0lU4OnqM5nkA1VjxH,negative,-0.0332,positive,0.9654,negative,95.0,0.5789,30.0,26.0,7.0
cám ơn - 16 typh.mp3,1SIbk8ESYxiPiYjzLG01m4,negative,-0.0429,positive,0.8126,negative,375.0,0.496,101.0,105.0,14.0
mộng chiều xuân - bảo anh.mp3,1SK7edgPy3BKaIbxaVbi0G,positive,0.0332,positive,0.8851,positive,211.0,0.3081,85.0,72.0,11.0
thung lũng buồn - gung0cay.mp3,1Sv9w23OFDCkDbmSzTAZ0d,negative,-0.0141,negative,0.7006,negative,621.0,0.3494,202.0,166.0,35.0
hiên nhà - linh cáo.mp3,1t365lc2lD0rp8Xf2DLcse,negative,-0.0125,positive,0.7447,negative,253.0,0.3992,80.0,71.0,18.0
cầu mong cho em - hiya.mp3,1tEhok2Q37u25chgOSPJ6r,negative,-0.0494,positive,0.7053,negative,489.0,0.4233,152.0,145.0,18.0
indoctrinated (feat. antransax) - gducky.mp3,1tsVu3hQOr5ArXZaJehnkx,negative,-0.0407,positive,0.8396,negative,596.0,0.4597,213.0,197.0,33.0
bản tin dự báo trời có mưa - jsol.mp3,1TXT4A1kykCOsCeP5VKfRy,negative,-0.0618,positive,0.7482,negative,301.0,0.4585,108.0,91.0,17.0
trò chơi noending - changg - squid inc.mp3,1u9rR0x01L0vtrzAQW3s36,negative,-0.0244,positive,0.7526,negative,318.0,0.434,78.0,106.0,13.0
nối lại tình xưa - hoài lâm.mp3,1ujKrLvdQiLhgq2rUb3koa,negative,-0.0318,positive,0.8447,negative,297.0,0.4781,102.0,82.0,30.0
not a one night stand - double noize.mp3,1uddFO4We1TgxYTJF8wtwM,neutral,-0.0089,positive,0.9879,positive,196.0,0.5102,70.0,60.0,11.0
cho nhau lối đi riêng - hoàng thùy linh.mp3,1UnFfoCQSV26D8JxNDu5N5,neutral,-0.0059,positive,0.8246,neutral,354.0,0.1667,136.0,114.0,10.0
stuck - evy.mp3,1Vm8bCx8L6GJdtwxoOF1gS,negative,-0.028,positive,0.9843,negative,198.0,0.5505,66.0,61.0,7.0
thành phố - 1ng.mp3,1VSYK5UDwwGDkbS8x7tYk9,negative,-0.0806,neutral,0.7121,negative,434.0,0.4931,136.0,139.0,23.0
mạnh mẽ lên cô gái - anh tú.mp3,1W4jaxncG8H2RUNbfLuafg,neutral,-0.0066,positive,0.8795,neutral,302.0,0.3675,90.0,98.0,15.0
gia đình - 16 typh.mp3,1WblHLmiOhMk9WvAkOdQqh,negative,-0.0456,positive,0.9606,negative,468.0,0.4188,137.0,139.0,39.0
đêm chơ vơ - lê hiếu.mp3,1WBEJ1pKSPYAKY7bklGS8l,negative,-0.0234,positive,0.8595,negative,332.0,0.3494,111.0,97.0,16.0
ngõ vắng xôn xao - forest studio.mp3,1wc5SH5OewMW5KH2XZDXhc,neutral,0.0056,positive,0.8441,neutral,248.0,0.3427,94.0,64.0,28.0
qua đêm nay - hà anh tuấn.mp3,1WMGQr0U8fbP3dTK1mnRcN,neutral,-0.006,positive,0.9444,neutral,291.0,0.3299,91.0,71.0,32.0
yêu dấu theo gió bay - hien thuc.mp3,1wR1aei6Gn1zxCuciGg6xc,negative,-0.0802,neutral,0.5393,negative,445.0,0.2135,139.0,129.0,33.0
vô cực nhớ em - lil zpoet.mp3,1WS11AeGT9BQ7nrrKHT9GS,negative,-0.0103,positive,0.8046,negative,381.0,0.3727,119.0,104.0,29.0
thích em tâm huyết - kai đinh - juky san.mp3,1wvIQND3hwSe2rx0YeVr1D,positive,0.0259,positive,0.9868,positive,313.0,0.377,100.0,65.0,19.0
mình yêu nhau để làm gì - bích phương.mp3,1xdHynxIytEv1otWIQ0WAG,neutral,0.0094,positive,0.9809,positive,186.0,0.5753,46.0,55.0,9.0
nước mắt hóa đá (prod.by dtap) - lương bích hữu.mp3,1xF9Ee8jah706bFWQ2a7Fi,negative,-0.0514,positive,0.8875,negative,417.0,0.2494,134.0,116.0,21.0
không phải rapper - b-wine.mp3,1xhKgV9HdKSJlnh3p2oR0V,positive,0.0113,negative,0.9537,negative,664.0,0.5105,208.0,205.0,41.0
con đường hoa - hào.mp3,1XJVaV8EsOCDqL4vn1Ip11,positive,0.0244,positive,0.9721,positive,382.0,0.411,150.0,81.0,16.0
hair clip - hank.mp3,1XpGqf2fr9cqfu2LG3a188,neutral,0.0093,positive,0.9257,neutral,443.0,0.4334,180.0,157.0,10.0
ok em buồn (feat. dư quốc vương) - hoàng yến chibi.mp3,1Y0FbosEVeUSOo0rqcySjn,negative,-0.054,positive,0.8005,negative,245.0,0.2816,66.0,53.0,6.0
make some noise - lăng ld.mp3,1Y1XM5ElJVAAvTRTf6QU5l,neutral,0.009,neutral,0.8549,neutral,480.0,0.6646,127.0,168.0,26.0
trái tim đông người - khắc việt.mp3,1ycaK5CqOHKd2NVYjUq7XI,negative,-0.0517,negative,0.7403,negative,291.0,0.2818,82.0,87.0,35.0
ngày một người đi xa (feat. koo) - gigi hương giang.mp3,1yi3nYNqQAWD2cnHOe1JW2,negative,-0.064,neutral,0.8542,negative,440.0,0.4182,164.0,117.0,21.0
pillow talking - hustlang robber.mp3,1yvuN8IhwzGTv3VUCPMwAv,negative,-0.0202,positive,0.8792,negative,401.0,0.384,112.0,102.0,15.0
"thấy tết lớn, mừng tết lớn (2021) - karik.mp3",1Yy696KDuBUB6nn0q4qD34,positive,0.0206,positive,0.9927,positive,392.0,0.5791,115.0,101.0,41.0
cần xa - hiền hồ.mp3,1Z7oUHInEPMIAOyiOF2hA9,negative,-0.0271,neutral,0.8267,negative,387.0,0.3669,108.0,143.0,25.0
đi đâu cũng được - du uyên.mp3,1ZcEJLVQbVSahwHkdsaYcj,positive,0.0287,positive,0.9463,positive,280.0,0.3643,95.0,99.0,17.0
để gió cuốn đi - hien thuc.mp3,1ZBKUxpio6KhrB8sKIjMig,neutral,0.0084,neutral,0.6612,neutral,167.0,0.5329,52.0,60.0,12.0
chỉ cần em biết - dani d.mp3,1ZgkHyszHoOVm0WcBX8RgR,negative,-0.0135,positive,0.9178,negative,621.0,0.3655,176.0,175.0,33.0
hâm nặng - kayc.mp3,1ZvK9NTCmyB0fo1yVxwk7C,neutral,0.0041,positive,0.9886,positive,488.0,0.4939,181.0,159.0,26.0
đánh cắp mặt trời - double2t.mp3,1ZXTUXxFJhMQnG053vT7wy,neutral,-0.0058,positive,0.911,neutral,361.0,0.446,120.0,86.0,24.0
tìm lại tình yêu - hoàng thùy linh.mp3,20ZmsRTQsdwqOVszQ0QDM8,negative,-0.0188,negative,0.6072,negative,93.0,0.7527,29.0,32.0,3.0
stop me - lil wuyn.mp3,2120hK45hcn2dFAO5JFtyk,negative,-0.0269,positive,0.8146,negative,337.0,0.4718,83.0,112.0,24.0
mascara lung linh - lil tian.mp3,21qlwrdQsEgOJp92fKkFKk,negative,-0.0298,positive,0.7742,negative,365.0,0.4493,131.0,122.0,11.0
trào dâng - hoàng tôn.mp3,227xfKeV85zPxUFBDbRa5b,negative,-0.0264,positive,0.9267,negative,402.0,0.4527,126.0,107.0,39.0
thương - khắc việt.mp3,232OHr0Yo397w85DMLeW7d,negative,-0.0283,positive,0.9899,negative,309.0,0.2977,122.0,70.0,19.0
hôm nay em lạ quá - b ray.mp3,23K3aDoH20fUogelEmPy6O,negative,-0.0532,positive,0.9082,negative,329.0,0.5106,112.0,75.0,27.0
realz con nhà người ta - 7uppercuts.mp3,23LVB3iAMxsHFq9DOgMkJe,negative,-0.1425,neutral,0.8982,negative,179.0,0.4469,77.0,39.0,5.0
đôi giày không vừa size - hơi chật một chút - orange.mp3,0egmYkEzqcGieugkNc91iA,negative,-0.0486,positive,0.7978,negative,281.0,0.427,88.0,75.0,16.0
người vẽ ước mơ - lyly.mp3,23vdLj41OBfdzfIT2XRU0L,positive,0.0147,positive,0.7342,positive,190.0,0.2895,54.0,50.0,10.0
cô bé bút chì - gung0cay.mp3,24AxFtsi5RrvD5OF2rnqJA,negative,-0.0165,positive,0.9047,negative,537.0,0.4153,202.0,179.0,41.0
i'm sorry - forest studio.mp3,24LL4YB4eBd7RM4N8hYNUH,negative,-0.1041,positive,0.7316,negative,316.0,0.443,109.0,79.0,10.0
lẻ loi - châu đăng khoa.mp3,24jvcgXbreFgXtmHR4zaew,negative,-0.0288,positive,0.9642,negative,85.0,0.7294,23.0,30.0,5.0
em không tin - bích phương.mp3,25ATwcSsCyvg75Rg6lrcGS,negative,-0.0347,positive,0.7726,negative,112.0,0.6071,40.0,27.0,2.0
linh hồn - bùi lan hương.mp3,25uzRwqF4aBUvb5rm04qwm,negative,-0.0236,positive,0.9324,negative,208.0,0.5481,78.0,64.0,8.0
phố buồn - hoài lâm.mp3,25WkrsjMpw49IpovYyXlBa,negative,-0.098,neutral,0.6781,negative,343.0,0.3324,140.0,115.0,40.0
nhật ký đẫm nước mắt - châu khải phong.mp3,2601J6GfwWncSrr4Fk668j,negative,-0.0843,negative,0.7178,negative,328.0,0.3384,99.0,87.0,30.0
chuyện đêm mưa - hoài lâm.mp3,27NKfJfWkGe4rwCkSFVqHy,negative,-0.0966,neutral,0.7139,negative,210.0,0.519,73.0,75.0,11.0
tâm trí em - linh ka.mp3,2a9VFIWrZB5J2BY8LPUKsU,neutral,-0.004,positive,0.9404,neutral,473.0,0.3805,147.0,158.0,13.0
tận cùng nỗi nhớ - andiez.mp3,2A4AqjqZ7Iownksh15Ao7f,negative,-0.0421,positive,0.9644,negative,266.0,0.515,82.0,66.0,18.0
làm như mình hay ho - huỳnh james.mp3,2akBmlYVpfLhHpabt2Tlnv,neutral,-0.0072,neutral,0.7401,neutral,506.0,0.4071,123.0,192.0,29.0
cua - manbo.mp3,2Au9E9wwk7b7KmdBnoWp5Q,neutral,0.0034,positive,0.8578,neutral,597.0,0.3903,205.0,224.0,20.0
chất phương nam - datkaa.mp3,2aUGJuurghDx4QZW1aLkLz,negative,-0.0133,positive,0.8148,negative,568.0,0.4665,257.0,181.0,25.0
người thay thế - châu khải phong.mp3,2AVfTo9syH8lk72fPKVHSf,negative,-0.0862,positive,0.5633,negative,323.0,0.3344,110.0,117.0,14.0
yếu đuối - bảo anh.mp3,2B3QE90Wpt9EstzArWixZp,negative,-0.0472,positive,0.6371,negative,215.0,0.4047,64.0,57.0,13.0
không để phí - 21 nos.mp3,2bIzfnRDQ2F1bDWiILsohX,negative,-0.0283,negative,0.9074,negative,446.0,0.6054,134.0,153.0,30.0
không chờ đợi nữa - khải.mp3,2bj6gp36gfgpIYPUg1HUNw,negative,-0.0559,positive,0.5722,negative,401.0,0.3292,119.0,114.0,20.0
đâu ai chung tình được mãi - mai tiến dũng.mp3,2be69Q4GY0irdPyKkfp3b2,negative,-0.047,negative,0.7444,negative,329.0,0.3283,56.0,111.0,28.0
điều nhỏ bé thần kỳ - justatee.mp3,2astMtXz3bsWKauTEcJ0Kx,neutral,0.0016,positive,0.7611,neutral,482.0,0.3734,116.0,170.0,38.0
vì anh là vậy - (s)trong.mp3,2blFl52aQHWWLNUMU6ytM9,neutral,-0.0014,positive,0.9869,positive,430.0,0.2744,157.0,127.0,20.0
một mình vẫn vui - lê ngọc châu anh.mp3,2bvfuSSprhmkBCov4JMQ6e,neutral,0.0006,positive,0.8679,neutral,297.0,0.4209,63.0,80.0,28.0
một ngày tôi quên hết - hứa kim tuyền.mp3,2bxVMMRP6AHvUVXHQrIBy9,negative,-0.0387,positive,0.8315,negative,326.0,0.3313,95.0,84.0,17.0
kor freeverse - hieuthuhai.mp3,2BzlRYDKciTAvSR03wx4AC,neutral,0.0019,neutral,0.7544,neutral,271.0,0.6384,96.0,87.0,11.0
bí mật nhỏ - b ray.mp3,2C3ZtgurReiz7T11BZ4fpR,negative,-0.0301,positive,0.8488,negative,588.0,0.4898,224.0,206.0,24.0
vì ta đã yêu - karik.mp3,2c48rbdXy70Y7kng5mG2dr,negative,-0.0235,positive,0.7579,negative,507.0,0.4714,147.0,144.0,26.0
cho bạn cho tôi - cara.mp3,2cf49jW42laaG1wtbXRpIq,positive,0.0374,positive,0.9927,positive,243.0,0.2428,86.0,42.0,15.0
baby you are not alone - kai đinh.mp3,2CnvYoYxLgvrSmBn563Kdc,negative,-0.0176,positive,0.8164,negative,371.0,0.3181,68.0,120.0,33.0
tự nguyện - forest studio.mp3,2Cp5UCNOMm686lwvfCiAaV,negative,-0.0134,positive,0.9828,positive,254.0,0.2677,90.0,78.0,20.0
mình làm người yêu nhé em - anh tú.mp3,2Cux0BDlALArI3PJo5p7v3,negative,-0.0881,neutral,0.6478,negative,263.0,0.365,83.0,84.0,18.0
don't love me - fuji.mp3,2DhSku1iI1dPvNv8oDrlZu,negative,-0.0205,negative,0.726,negative,280.0,0.5929,88.0,102.0,22.0
johnnie workaholic freestyle - hank.mp3,2DkolKK1iAD8sATvFxe25t,negative,-0.0138,positive,0.9775,positive,317.0,0.3943,132.0,117.0,23.0
thích thì chơi! - bích phương.mp3,2DLuLum2kcfxfigvR6Nnpk,positive,0.0149,positive,0.9419,positive,463.0,0.3801,152.0,167.0,17.0
cilu - da lab.mp3,2dQTfXmi5NldikBZPotZDs,neutral,0.0076,positive,0.9684,positive,433.0,0.4088,194.0,128.0,24.0
luôn sẽ suôn sẻ - datmaniac.mp3,2DvtvfrkjTMW8gObt81RRB,neutral,-0.0078,positive,0.8583,neutral,800.0,0.47,231.0,236.0,50.0
nhớ anh & nhé anh - anh tú.mp3,2DWC6iA5HBlaqYI44ZbLeh,negative,-0.0386,positive,0.9625,negative,310.0,0.3806,107.0,81.0,15.0
công chúa xuân - han sara.mp3,2e6mHCjeMLZcYm4cf4xfMj,positive,0.0296,positive,0.9925,positive,461.0,0.3991,166.0,122.0,19.0
"dear, memory (ký ức hoa hồng) - hà anh tuấn.mp3",2e2WaEx9tw0T9Q5ktZitni,positive,0.0334,positive,0.8954,positive,283.0,0.3675,121.0,85.0,12.0
nếu mai này xa nhau - hoà minzy.mp3,2DzdhfQjnGwax3r5rLClr7,negative,-0.095,positive,0.6623,negative,127.0,0.6614,34.0,40.0,8.0
toska - haisam.mp3,2EBL09M1Vr9dcjCSZixCT3,positive,0.0512,negative,0.7829,positive,235.0,0.3489,63.0,113.0,16.0
thứ 7 (follow me) - mayonair.mp3,2ecG9vTSjeMNxHXIhxrkDO,neutral,0.0059,positive,0.8677,neutral,509.0,0.4086,198.0,175.0,16.0
chia tay - hoàng dũng.mp3,2d1q3MpTRSdhSc4tiww4CS,negative,-0.0537,positive,0.8356,negative,427.0,0.3044,113.0,113.0,47.0
bóng hồng lẻ loi - han sara.mp3,2EvthuGElCn25rjzMGapNh,neutral,-0.0068,positive,0.7904,neutral,259.0,0.3784,92.0,66.0,13.0
mở mắt - lil wuyn.mp3,2EPwdOEsJ7XaHz87t33YDA,negative,-0.0144,negative,0.7524,negative,654.0,0.474,181.0,211.0,45.0
hãy mặc em đi - hồ ngọc hà.mp3,2f6QVQ4Du5zzDdJY2iFCxO,negative,-0.0383,positive,0.7981,negative,210.0,0.2571,57.0,79.0,2.0
pull up - hustlang robber.mp3,2FBeN9wy7X7lW5CiIans8M,neutral,0.007,positive,0.7319,neutral,1007.0,0.3595,264.0,292.0,41.0
cơm đoàn viên - quốc thiên.mp3,2FoiUDSI5uHONspy0w2N5q,neutral,-0.0034,negative,0.7298,neutral,306.0,0.317,112.0,73.0,28.0
can't stop me - b-wine.mp3,2fvQJLmzaymRU2jK3xGYQ5,negative,-0.0418,negative,0.8866,negative,534.0,0.4888,114.0,173.0,26.0
mình đừng quên nhau - anh tú atus.mp3,2fxFWwemrFsGGmJOQfBW4g,negative,-0.0287,positive,0.7407,negative,345.0,0.4319,118.0,108.0,36.0
rồi sẽ đến nơi (prod. suni) - juun d.mp3,2FYNcJZXvuCu98oHVPEsTf,negative,-0.0487,negative,0.7243,negative,237.0,0.5443,72.0,73.0,9.0
it's alright - han sara.mp3,2G9jlRIhUa0CPZlX4pe8EC,neutral,0.0011,positive,0.9532,positive,440.0,0.3068,113.0,142.0,18.0
mưa đêm tỉnh nhỏ - hoài lâm.mp3,2fXOC79vk2iqz7uVBpQ6cf,negative,-0.1644,negative,0.6842,negative,154.0,0.6948,65.0,41.0,17.0
ánh trăng tan - hà anh tuấn.mp3,2g2eQuhQ5FRbA08lDnNxfx,negative,-0.0852,positive,0.5661,negative,226.0,0.3584,84.0,54.0,30.0
quay - cam.mp3,2GbzV6vysRHRg9XvCKpTBa,negative,-0.0784,positive,0.8397,negative,117.0,0.7607,37.0,46.0,2.0
duyệt - hoàng yến chibi.mp3,2f4WjTHCgb5ILaPTlQb9M6,neutral,-0.0059,positive,0.9728,positive,400.0,0.2475,129.0,95.0,36.0
bịt khẩu trang vào - donald gold.mp3,2gM6Ld7bA28ULuNh1fxCJv,neutral,-0.0008,negative,0.9805,negative,420.0,0.5071,102.0,173.0,17.0
nào biết đâu - lil wuyn.mp3,2GpTGeF2qvr826EFRzHUS3,negative,-0.038,neutral,0.946,negative,283.0,0.7173,70.0,99.0,20.0
souvenir - (s)trong.mp3,2gRcBx07WxURGOvi6Pcs0w,neutral,0.0024,positive,0.8864,neutral,320.0,0.4781,110.0,109.0,10.0
chàng trai với nụ cười tỏa nắng - miina.mp3,2GragboHXfPbkJv4IccAOm,positive,0.052,positive,0.9901,positive,197.0,0.6701,89.0,64.0,18.0
yêu đương là tạm thời - dani d.mp3,2GRTKQP6Nc8Tg2sotHPmJr,positive,0.0113,positive,0.8765,positive,217.0,0.3687,47.0,64.0,17.0
bức tranh chưa hoàn thiện - hustlang robber.mp3,2h6KbmSfYk4ryN6cB4ssGx,neutral,-0.0076,positive,0.9666,positive,632.0,0.4589,217.0,185.0,32.0
ký sự ngọt ngào - kha.mp3,2h0UWuNXIX4TOuF8RX92pC,neutral,0.0083,positive,0.8924,neutral,353.0,0.3654,135.0,106.0,20.0
đau vậy đủ rồi (feat. vũ phụng tiên) - karik.mp3,2HDd8efp8XbgGZXu4BPNDh,negative,-0.0971,negative,0.7946,negative,591.0,0.3486,143.0,139.0,48.0
để dành cho em - dangrangto.mp3,2HEd2fkMbbIclpv8pYvWW0,neutral,0.0025,positive,0.8681,neutral,508.0,0.4705,172.0,159.0,28.0
monster - da lab.mp3,2HEI3NMLXxllui92uviSrt,negative,-0.0341,positive,0.8752,negative,261.0,0.5172,89.0,63.0,10.0
lạc khách (castaway) - juun d.mp3,2hGEiJBVxzHanIjoFEYsgG,neutral,-0.0049,positive,0.7785,neutral,322.0,0.4876,85.0,89.0,18.0
giấc mơ trưa - king of rap.mp3,2HtO6CQiraJfyTLihPh4My,negative,-0.0248,positive,0.7944,negative,994.0,0.4698,346.0,261.0,65.0
mời người kế tiếp (relationsh!t) - karik - only c.mp3,2I68wBJUoxe1GSOsbQ1u9Y,negative,-0.0187,positive,0.9083,negative,476.0,0.4202,134.0,137.0,32.0
miền đất hứa - hoàng thùy linh.mp3,2I9QJOvD1lamK9tHffY4La,neutral,0.0094,positive,0.9492,neutral,660.0,0.4561,230.0,213.0,41.0
chài điếp noọng - anh yêu em - double2t.mp3,2I7KyWQGTPyXV2cJkmFyid,positive,0.0142,positive,0.8602,positive,558.0,0.4498,217.0,169.0,27.0
cớ sao em lại buồn - huỳnh james.mp3,2IDRR7rOmD0Fk8IUC73MBX,negative,-0.0793,negative,0.7969,negative,542.0,0.2841,150.0,163.0,26.0
người mãi vì em (feat. đoàn minh vũ) - bùi anh tuấn.mp3,2ImBi0AWceIV4KHp9a4DLf,negative,-0.0441,positive,0.6779,negative,246.0,0.3374,91.0,64.0,7.0
quên lối về - cường seven.mp3,2iPCN4SSw4La5sYg193cyp,negative,-0.0464,positive,0.9822,negative,141.0,0.6099,60.0,48.0,1.0
đêm 30 - an vũ.mp3,2Iv9jrqqtrOO3D1RPhbqYU,negative,-0.0871,positive,0.8266,negative,201.0,0.4378,75.0,48.0,27.0
thức giấc - 16 typh.mp3,2iVkjOYVstja5nP13K05YC,negative,-0.0304,positive,0.9188,negative,419.0,0.4368,129.0,139.0,17.0
tan vỡ - prod. minboo - double2t.mp3,2IvrPe6mzTnUNvsnS2Q0Q8,negative,-0.0162,negative,0.8352,negative,271.0,0.5387,78.0,75.0,8.0
love & other drugs - hank.mp3,2Jkq6I0Asar4fg79fNnsNP,negative,-0.032,positive,0.9811,negative,98.0,0.6633,40.0,27.0,10.0
chất êm. my game - hoàng thùy linh.mp3,2jrU6z56pySDy0PtF8AumK,positive,0.03,positive,0.9922,positive,360.0,0.5583,123.0,126.0,34.0
gunna - $a milo.mp3,2jwrn5OgrrJG3pDy1nIvZx,negative,-0.0308,positive,0.9099,negative,343.0,0.5539,132.0,102.0,16.0
giận mà thương x hò hụi bình trị thiên - chị đẹp đạp gió rẽ sóng.mp3,2jvnWrgl9olBH48z2UDAX9,neutral,0.005,negative,0.9595,negative,422.0,0.3697,147.0,164.0,9.0
bốn chữ lắm - forest studio.mp3,2kcDy54nVTifMbUouszDSH,negative,-0.055,positive,0.8506,negative,359.0,0.2145,106.0,140.0,15.0
kỷ niệm không vui - châu khải phong.mp3,2krKCxEzrOE0FNpcB6EanZ,negative,-0.0724,negative,0.8543,negative,459.0,0.2636,117.0,145.0,38.0
dù anh có đứng lại - justatee.mp3,2KRk9JycO4AKPHLRpobbMK,negative,-0.0354,positive,0.7131,negative,360.0,0.4333,104.0,108.0,16.0
làm - $a milo.mp3,2KXVapicyiq2LYSI2rxsBP,negative,-0.0441,neutral,0.8167,negative,328.0,0.5396,104.0,145.0,13.0
ride around town - 16 typh.mp3,2kXnuJHXGtpQObq4eOzDQU,neutral,0.0044,negative,0.8842,neutral,424.0,0.4929,164.0,155.0,13.0
trạm dừng của anh - isaac.mp3,2jparLzumZ4T0hLDGlHfeS,neutral,-0.0079,positive,0.9565,positive,463.0,0.4492,158.0,142.0,29.0
"cho đi nhiều hơn - hồ ngọc hà - giang hong ngoc, bùi anh tuấn, gigi hương giang, thanh thụy.mp3",2jopRvcTZu16IUcY1XveLX,negative,-0.0104,positive,0.8944,negative,472.0,0.2564,128.0,115.0,39.0
hiếm có khó tìm (feat. han sara) - jsol.mp3,2loqPK1rle8pXIUMSBbgK8,neutral,-0.0056,positive,0.9642,positive,480.0,0.3229,186.0,135.0,31.0
ánh nắng trong em - hồ ngọc hà.mp3,2lP4AzcncLV4IbGdlpngCR,negative,-0.0724,positive,0.908,negative,324.0,0.3765,112.0,91.0,32.0
cần lắm - hoài lâm.mp3,2LpIqEn5VDP7vPlABkpYCN,negative,-0.0154,positive,0.9877,positive,342.0,0.2661,114.0,94.0,14.0
"về nhà ăn tết 2 - justatee - bigdaddy, double2t.mp3",2lpm8hQzDCOxe7BSjO01c8,neutral,0.0005,positive,0.805,neutral,652.0,0.3328,239.0,200.0,44.0
em là coffee - juky san.mp3,2mC5v8NMmr6NjKyV7alPDu,neutral,-0.0039,positive,0.8845,neutral,339.0,0.3628,134.0,101.0,14.0
ngủ đi để thấy nhau còn hồn nhiên - hoàng dũng.mp3,2mf7Kg7pG60n7OAtZ7n0HN,positive,0.0146,positive,0.7608,positive,263.0,0.4183,72.0,90.0,21.0
đưa em vào trong cơn mơ - khải.mp3,2LdMMUW60vzAdK1iUh1tFw,negative,-0.0296,positive,0.8155,negative,252.0,0.4365,99.0,78.0,16.0
xuân có em - bùi anh tuấn.mp3,2MOfDD9dhGpOKroeBi0viI,positive,0.0277,positive,0.9917,positive,344.0,0.2936,141.0,86.0,28.0
tết đi em ơi - masew.mp3,2n45M0qI4ch4b214EK19BR,negative,-0.0253,positive,0.7246,negative,291.0,0.3746,101.0,101.0,7.0
cà phê một mình - hà anh tuấn.mp3,2N5AHhDO4l3w0n5aG27bcp,negative,-0.0765,negative,0.8336,negative,206.0,0.3786,75.0,48.0,19.0
đơn côi - hustlang robber.mp3,2nfPvbYO9nzw98DlUvHGET,neutral,-0.0029,neutral,0.7762,neutral,561.0,0.4831,169.0,163.0,33.0
khóc - vũ duy khánh.mp3,2NIrDdHeFXYhm0zbAuC5Ak,negative,-0.0238,negative,0.9301,negative,533.0,0.4953,133.0,174.0,31.0
em chỉ cần nói có - doãn hiếu.mp3,2nOdc2toZ69OA9Eyz5NvlA,neutral,-0.0011,positive,0.8372,neutral,523.0,0.3881,186.0,180.0,18.0
