title,artists,featured_artists,album_type,spotify_popularity,spotify_release_date,spotify_genres,spotify_track_id,main_artist_id,is_hit,file_name,Audio_Error,Lyrics_Error
Midtro: Rap For Food,Pjpo,,album,10.0,2025-06-28,"vietnamese hip hop, v-pop",5UI0v940mUy05JPSyqCpxY,5kooMseQPNPTz5y1UCM5UR,0.0,midtro rap for food - pjpo.mp3,OK,MISSING
Mirror,Changg,,single,22.0,2021-04-11,"v-pop, vietnam indie, vietnamese hip hop, vietnamese lo-fi",7b2StMEDfqTz6jqAq4AFKd,1nX1HVIUo1Zfs3e2v3lFb9,0.0,mirror - changg.mp3,OK,OK
Miss Showbiz,Chi Pu,,single,10.0,2022-10-12,"v-pop, vinahouse, vietnam indie",3WKih02KwDPT39IhTG1d0x,6jRD85dsXJYn5vv73rqSGi,0.0,miss showbiz - chi pu.mp3,OK,OK
Missed Call,Changg,Redshine,single,15.0,2022-07-14,"v-pop, vietnam indie, vietnamese hip hop, vietnamese lo-fi",4loYkNCyVbIm98bdrKwxq8,1nX1HVIUo1Zfs3e2v3lFb9,0.0,missed call - changg.mp3,OK,OK
Missed Call (feat. Tlinh),KayC,tlinh,single,27.0,2020-08-02,"vietnamese hip hop, v-pop, vietnam indie",4AqdPIpkyXLSwZJypS4NM6,3EkXXkwTWhJpPDJR4ME3D8,0.0,missed call (feat. tlinh) - kayc.mp3,OK,OK
Missing You,Phương Ly,,single,52.0,2020-08-18,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",7D5hQQZXK33EpJdn1zdLch,5Kh0ta0UY4uJ4g2CIdq9V9,1.0,missing you - phương ly.mp3,OK,OK
Miên Man,Minh Huy,,single,56.0,2022-06-24,"v-pop, vietnam indie, vietnamese hip hop",6PJ4rafx2ufoaPaTewsRfh,5zT1Ku9mzzl6RW5y4z0hUK,1.0,miên man - minh huy.mp3,OK,OK
Miên Man (Piano),Minh Huy,,single,31.0,2024-08-03,"v-pop, vietnam indie, vietnamese hip hop",4NEuxjUZsG1cVp3dJN47tA,5zT1Ku9mzzl6RW5y4z0hUK,1.0,miên man (piano) - minh huy.mp3,OK,OK
Miền An Nhiên,Phạm Minh Thành,,single,32.0,2021-02-06,"v-pop, vietnam indie, vietnamese lo-fi",0qhvOkgg6bF2w5rXebXpIE,1Lwn6T7n3PbLW0UjTLRL8S,1.0,miền an nhiên - phạm minh thành.mp3,OK,OK
Miền Mộng Mị,AMEE,,single,42.0,2024-08-02,"v-pop, vietnamese hip hop, vietnam indie",5S2ObREaW7Dl1XMMC7SxGX,2aQnC3DbZB9GbauvhAw7ve,1.0,miền mộng mị - amee.mp3,OK,OK
Miền Đất Hứa,Hoàng Thùy Linh,Đen,single,34.0,2023-11-27,"v-pop, vinahouse, vietnamese hip hop, vietnam indie",2I9QJOvD1lamK9tHffY4La,0r63ReVRjxrS4ATbLrdcrL,0.0,miền đất hứa - hoàng thùy linh.mp3,OK,OK
Miễn Chê (feat. BigDaddy & Tez),RAP VIỆT,"BigDaddy, Tez",album,26.0,2023-09-10,"v-pop, vietnamese hip hop",0mhfW8VkkCQBUSDqHJKJnA,1cPpd989kghzlZqfpP4KwL,0.0,miễn chê (feat. bigdaddy & tez) - rap việt.mp3,OK,OK
Miễn Là Cùng Nhau (feat. Minh Huy),SEANPOET,Minh Huy,single,8.0,2023-05-30,"v-pop, vietnam indie, vietnamese hip hop",6tsqcLtvzTlaLx9FSMeCla,1xNqmjTeWon7iX8kbPKpZz,0.0,miễn là cùng nhau (feat. minh huy) - seanpoet.mp3,OK,OK
Model,VSOUL,,single,14.0,2023-03-01,"vietnamese hip hop, v-pop",4wLDZ4BEyr3LA4NsseDXaF,22MX8BG5870DGzpNricY7q,0.0,model - vsoul.mp3,OK,OK
Money Bag,Gill,,single,22.0,2023-06-02,"vietnamese hip hop, v-pop, vietnam indie",2ZCrV1BbP3ksPowTxDDaRS,5Hv9MhUFvGlYurce5BDRUh,0.0,money bag - gill.mp3,OK,OK
Money Dream (feat. Dlow & STRANGE H),RAP VIỆT,"Dlow, STRANGE H",single,18.0,2023-07-09,"v-pop, vietnamese hip hop",7KfFfxsKznGKdvIE2UewMm,1cPpd989kghzlZqfpP4KwL,0.0,"money dream (feat. dlow & strange h) - rap việt - dlow, strange h.mp3",OK,OK
Money Nói,Vũ Thanh Vân,VSTRA,single,38.0,2024-09-30,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",365zfYLYcybD8UdXFfgzdY,5ptgjFDE2abY6Xwo4ytufN,0.0,money nói - vũ thanh vân.mp3,OK,OK
Mong Cho Anh,Mỹ Tâm,,album,25.0,2017-12-06,"v-pop, vietnamese bolero, vietnam indie",5WZsyCzkUesBfAleckJTbH,1CWwyDPjCowRTO4p6A7r6g,0.0,mong cho anh - mỹ tâm.mp3,OK,OK
Mong Em Sẽ Cố Quên,CAPTAIN BOY,,single,48.0,2024-03-22,"v-pop, vietnamese hip hop",1HHRrg4P3LlJbXwS9tWzm0,1pKPrziZw7C4GvOlBIXqP5,1.0,mong em sẽ cố quên - captain boy.mp3,OK,OK
Mong Manh,Hà Anh Tuấn,,album,14.0,2021-06-01,"v-pop, vietnam indie",1m12JHyrRU03qFwE0oOWor,3FwYnbtGNt8hJfjNuOfpeG,0.0,mong manh - hà anh tuấn.mp3,OK,OK
Mong Manh Tình Về,Thùy Chi,,album,17.0,2020-10-14,"v-pop, vietnam indie, vinahouse, vietnamese hip hop",5pLRYPQvkTuJtdPMzZIHYo,0l3YAI1xmZKCZBzduST5ft,0.0,mong manh tình về - thùy chi.mp3,OK,OK
Mong Manh Tình Về,Tăng Phúc,,single,14.0,2023-01-04,v-pop,7uSLf6oO4nYRAcvt8K3f75,5TSjLaWHQ69GaALubAM7gR,0.0,mong manh tình về - tăng phúc.mp3,OK,OK
Mong Một Ngày Anh Nhớ Đến Em,Huỳnh James,Pjnboys,single,38.0,2023-02-02,"v-pop, vietnamese hip hop, vinahouse",3LGSazYMezKsW3Frcn1ZYN,1Vc9oJC8vSXfirygPAL2Du,1.0,mong một ngày anh nhớ đến em - huỳnh james.mp3,OK,OK
Mong Năm Mới Trải Hoa,HIEUTHUHAI,,single,58.0,2026-01-12,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie, vinahouse",5FdSbWlwpUTKGjtCPNAI4W,5HZtdKfC4xU0wvhEyYDWiY,1.0,mong năm mới trải hoa - hieuthuhai.mp3,OK,OK
Mong Tết Sum Vầy,Châu Khải Phong,,single,21.0,2026-01-06,"vinahouse, v-pop, vietnamese lo-fi, vietnamese bolero",1uHCwpmMAWiXLoSeHVfmm4,1RZSSA978w2tUKtXqC6XGZ,0.0,mong tết sum vầy - châu khải phong.mp3,OK,MISSING
Mong Ước Kỷ Niệm Xưa (Original Soundtrack From Kính Vạn Hoa),Lương Bích Hữu,Hoàng Dũng,single,10.0,2024-12-22,"v-pop, vietnam indie, vietnamese lo-fi, vietnamese hip hop",7J5xWfHqPw73hRpf2Ovx2B,7JpgJSzLFVxFcMIRUhq7vV,0.0,mong ước kỷ niệm xưa (original soundtrack from kính vạn hoa) - lương bích hữu.mp3,OK,OK
Monster,Da LAB,,album,22.0,2024-10-05,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi, vinahouse",2HEI3NMLXxllui92uviSrt,6zUWZmyi5MLOEynQ5wCI5f,0.0,monster - da lab.mp3,OK,OK
Moonlight City,Minh Tốc & Lam,,single,33.0,2025-07-31,"vietnam indie, v-pop",2EKkoLXK4uNAOmTTBOCDab,27RoKwun6jKycKbH2iYUFU,1.0,moonlight city - minh tốc & lam.mp3,OK,OK
More Life,Lil Wuyn,,album,30.0,2024-06-12,"vietnamese hip hop, v-pop, vietnam indie",0Ah2M5xGL63ZFkACpTRfiE,3Wj34lTDJnPp70u4YCl4jz,0.0,more life - lil wuyn.mp3,OK,OK
Morphine,Táo,,single,18.0,2021-01-05,"vietnamese hip hop, vietnamese lo-fi, vietnam indie, v-pop",5hS7ekkTLyPLdUrlyjTU0l,23xCr75lKvnFvKi8ImHE7S,0.0,morphine - táo.mp3,OK,OK
Mot Dem Say (X),Thịnh Suy,,single,54.0,2019-06-11,"v-pop, vietnam indie, vietnamese lo-fi",4NjYMfjV1bonlQxQFUjE4Y,2xK6qcvfXuFFbU0NL95aeo,1.0,mot dem say (x) - thịnh suy.mp3,OK,OK
Move To The Top,Seachains,,album,28.0,2025-09-18,"v-pop, vietnamese hip hop, vinahouse",3I43zg9X9vR1Iw7kD6dt9X,6UiKZD9yB7Gxjol62s431k,0.0,move to the top - seachains.mp3,OK,OK
Mr. Lý Tưởng,Isaac,,single,20.0,2025-05-15,"v-pop, vietnamese hip hop",3YS3R8XYbgPnw99Js2wyU6,40JnMfFlpwqBnWitkL96g4,0.0,mr. lý tưởng - isaac.mp3,OK,MISSING
Mr. Right,Isaac,,single,7.0,2017-01-18,"v-pop, vietnamese hip hop",5oMtUfO20E6i06rgMRIcba,40JnMfFlpwqBnWitkL96g4,0.0,mr. right - isaac.mp3,OK,OK
Mr. Right (Khi Anh Yêu Em),Isaac,,single,7.0,2020-01-01,"v-pop, vietnamese hip hop",5iUEsIHWAnhinbBd5sej8S,40JnMfFlpwqBnWitkL96g4,0.0,mr. right (khi anh yêu em) - isaac.mp3,OK,OK
Mr.Villian,Hustlang Robber,,album,14.0,2022-05-01,"vietnamese hip hop, v-pop",4CkQbwXP2gwk5SuykVN2Ma,3JWIaDWHJq11w1xPqJStEv,0.0,mr.villian - hustlang robber.mp3,OK,OK
Ms. May (feat. Magazine),Chillies,Magazine,album,29.0,2021-05-05,"v-pop, vietnam indie, vietnamese hip hop",6NCBemUJvjspFiLuATSUm3,2xvW7dgL1640K8exTcRMS4,0.0,ms. may (feat. magazine) - chillies.mp3,OK,OK
Mua Quà Gì Bây Giờ,OgeNus,"Gill, Mason Nguyen",single,33.0,2026-02-14,"v-pop, vietnamese hip hop",2Ccf2chkz1b10ufk2ykbVb,5mPbBOU2KMFfStepNZ027p,0.0,mua quà gì bây giờ - ogenus.mp3,OK,OK
Muôn Màu,Guen,Kiên Ứng,album,10.0,2025-07-12,"vietnam indie, v-pop",5spYWbFt6YBVuBA5WKr039,009ClVlsLYwmu9ohcC0SeV,0.0,muôn màu - guen.mp3,OK,OK
Muôn Ngàn Giấc Mơ,Kha,,single,14.0,2025-03-13,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",7C0sAwu1859Fqye5AQYevG,6tWaQSIL7reD85PKStNk28,0.0,muôn ngàn giấc mơ - kha.mp3,OK,MISSING
Muốn,Trung Trần,,single,23.0,2025-07-15,"vietnamese hip hop, v-pop, vietnam indie",6dB5BLKhUguYfFr4YyLexS,2v14NO80QYditUms7sbEIZ,0.0,muốn - trung trần.mp3,OK,OK
Muốn Cua Anh Làm Bồ,Dương Ái Vy,HTM,single,38.0,2025-07-08,"vinahouse, v-pop, vietnamese hip hop",5dCbl3Jx20Yx65YN6bmXU0,3l6YiTosGtrsp8iGs0IASz,1.0,muốn cua anh làm bồ - dương ái vy.mp3,OK,OK
Muốn Có Em Cạnh Bên,NP.2,Poll,single,12.0,2022-12-24,v-pop,3YsWyNlGz4Ys4KlDALKbrW,0FqdaYWdo1r4esDdZ4wA8n,0.0,muốn có em cạnh bên - np.2.mp3,OK,OK
Muốn Cưa Được Em,Freaky,HENNESSY,single,10.0,2024-10-30,"v-pop, vietnamese hip hop, vinahouse, vietnamese lo-fi",1pWRKKeB7gBaIn44EW9H9U,3JlzPlR5FYYa402qPCCaAm,0.0,muốn cưa được em - freaky.mp3,OK,OK
Muốn Dụ Em Hay Gì,V.O.X,Vũ Phụng Tiên,single,13.0,2020-01-20,"v-pop, vinahouse, vietnamese hip hop",0FN7hIO9SuVFpfjIYSCrKI,5wa7erp57xxxQE0r972yYw,0.0,muốn dụ em hay gì - v.o.x.mp3,OK,OK
Muốn Em Cười,2Can,"Khánh Jayz, Winno",single,15.0,2025-03-08,"vietnamese hip hop, v-pop, vietnam indie",3msrU5NShktDDKy3rjWbL8,2RlqbCVLAyXBprZrmnjkDq,0.0,muốn em cười - 2can.mp3,OK,OK
Muốn Khóc Thật To,Trúc Nhân,,single,37.0,2020-01-01,"v-pop, vietnam indie",45bDHD2mY1HjhpnahLhGwL,1dmaHHd1Xbd85cT1egYb4w,1.0,muốn khóc thật to - trúc nhân.mp3,OK,OK
Muốn Nói Sao Không Nói,Cầm,KIMLONG,album,12.0,2025-07-30,"v-pop, vietnamese hip hop, vietnam indie",4cvF8zYpH4sRlKeQV6Ud3a,56vNGG0GJtL6p8ltx7cLvj,0.0,muốn nói sao không nói - cầm.mp3,OK,OK
Muốn Quên Được Em,Freaky,SEANPOET,single,45.0,2023-07-18,"v-pop, vietnamese hip hop, vinahouse, vietnamese lo-fi",1qsg3B6lSF2Ho2enfcQaF9,3JlzPlR5FYYa402qPCCaAm,1.0,muốn quên được em - freaky.mp3,OK,OK
Muốn Sao Nữa Thằng Tồi?,Shayda,,single,33.0,2023-09-15,"v-pop, vietnamese hip hop",2cBqsgX10iLSZXbs7cbs8u,4WF9GdetrQiLeWDWAISRGa,1.0,muốn sao nữa thằng tồi - shayda.mp3,OK,OK
Muốn Yêu Ai Đó Cả Cuộc Đời,TINO,Hoàng Yến Chibi,single,30.0,2023-05-24,"v-pop, vietnamese hip hop, vietnam indie",5xE4CiM8bKW6OVAJDYHH8V,1H3wX90oKRfy2zHFpWRzeX,1.0,muốn yêu ai đó cả cuộc đời - tino.mp3,OK,OK
Muốn Yêu Một Lần,Young Ju,"Quang Hùng MasterD, Daa Major",single,26.0,2022-11-24,"v-pop, vinahouse, vietnamese hip hop",3yw5vq32JkWudI6aZ0WjyO,7sQXvtKYBH0aZtRt7YaDvl,0.0,muốn yêu một lần - young ju.mp3,OK,OK
Muốn anh đau,Winno,Hustlang Robber,album,52.0,2024-02-14,"vietnamese hip hop, v-pop, vietnam indie",7CoOFEoC3xg3iJ2srBsizf,23UOCFmQtFKvx2mFufMoJB,1.0,muốn anh đau - winno.mp3,OK,OK
Muốn em vui,Winno,Dewie,album,18.0,2024-02-14,"vietnamese hip hop, v-pop, vietnam indie",0UcXUYfyTp2dJTgBotZfp0,23UOCFmQtFKvx2mFufMoJB,0.0,muốn em vui - winno.mp3,OK,OK
Muốn Ôm Lấy Em,Kha,,single,28.0,2023-01-10,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",11Zv9FWemJ4e97K3LOEGLH,6tWaQSIL7reD85PKStNk28,0.0,muốn ôm lấy em - kha.mp3,OK,OK
Muộn Màng Là Từ Lúc,Mỹ Tâm,,album,49.0,2017-12-06,"v-pop, vietnamese bolero, vietnam indie",5UeD0rVFJXXl3HGjKiZbrt,1CWwyDPjCowRTO4p6A7r6g,1.0,muộn màng là từ lúc - mỹ tâm.mp3,OK,OK
Muộn Phiền,Phương Ly,"Low G, VSTRA",single,38.0,2023-06-06,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",2A1DqXZm3BvNzHBpOr8SGM,5Kh0ta0UY4uJ4g2CIdq9V9,0.0,muộn phiền - phương ly.mp3,OK,OK
Muộn Rồi Mà Sao Còn,Sơn Tùng M-TP,,single,62.0,2021-04-29,"v-pop, vinahouse, vietnamese hip hop",4vfhartd7HDWGJbdVIycEu,5dfZ5uSmzR7VQK0udbAVpf,1.0,muộn rồi mà sao còn - sơn tùng m-tp.mp3,OK,OK
My Baby (Người Tình Ơi),Hồ Ngọc Hà,,single,22.0,2014-10-25,"v-pop, vinahouse",0zAassxlBjJVWXTSzoFYan,24Wn81dwdDeTCuB1BWGoVJ,0.0,my baby (người tình ơi) - hồ ngọc hà.mp3,OK,OK
My Bro,Anh Bằng,"24k.Right, Khari",single,38.0,2025-12-09,"vietnamese hip hop, v-pop",4znBzdAA1soKxoCJqudICY,4GBykvsDgQheUyYel2RHZN,1.0,my bro - anh bằng.mp3,OK,OK
My Everything,The Masked Singer,,single,20.0,2023-10-15,v-pop,0nhjkj3R3SYdfJaoQui7KP,1dwfi5uS5pfQMhAic73Q7L,0.0,my everything - the masked singer.mp3,OK,OK
My Everything,Tiên Tiên,,single,51.0,2015-09-19,"v-pop, vietnam indie, vinahouse",7pRF83cjFfTtUYX2P4pYgX,5OvCh1Nin8AGw7OkxYinBe,1.0,my everything - tiên tiên.mp3,OK,OK
My Everything (Gone),PAR SG,,single,13.0,2022-03-31,"vietnamese lo-fi, vietnamese hip hop, vietnam indie, v-pop",7sevdNYALWvC82vMNxbFc4,5yE1xvNIbuEB2kkopCuCVY,0.0,my everything (gone) - par sg.mp3,OK,OK
My Everything - 2018,Tiên Tiên,,album,36.0,2018-12-12,"v-pop, vietnam indie, vinahouse",3k1TNWKbXdzhNIsJIYZcOx,5OvCh1Nin8AGw7OkxYinBe,1.0,my everything - 2018 - tiên tiên.mp3,OK,OK
My Gentleman,Vũ Thanh Vân,,single,37.0,2023-09-27,"vietnam indie, v-pop",7iHyUqwsBFL2UpSshItRF6,5ptgjFDE2abY6Xwo4ytufN,0.0,my gentleman - vũ thanh vân.mp3,OK,OK
My Peace,Kha,,single,24.0,2023-02-23,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",5pOJPprfSjY5GaCma8eQFz,6tWaQSIL7reD85PKStNk28,0.0,my peace - kha.mp3,OK,OK
MÀU (đen trắng),Ngọt,,album,39.0,2019-06-10,"vietnam indie, v-pop, vietnamese lo-fi, vietnamese hip hop",4jee49YwJGT8HAPxBF6jcx,0V2DfUrZvBuUReS1LFo5ZI,1.0,màu (đen trắng) - ngọt.mp3,OK,OK
MÁME VŠE,Tage,Sony Tran,single,24.0,2024-01-01,"vietnamese hip hop, v-pop",01EEe1TirG0eJc8NIYTQE8,6kFhNMq6O8P5QKdqlGMUVW,0.0,máme vše - tage.mp3,OK,OK
MÊ MUỘI / BÙA MÊ,Chị Đẹp Đạp Gió Rẽ Sóng,"Bùi Lan Hương, JAY CƯƠNG",album,32.0,2024-10-26,"v-pop, vietnam indie",2iiBas9ASwKvGhrdl6INUF,4DNLpoezq6CHCbbp0JmmHa,1.0,mê muội  bùa mê - chị đẹp đạp gió rẽ sóng.mp3,OK,OK
MÌNH THẤY KẾT NHAU LÀ YÊU,Hải Đăng Doo,Weeza,single,27.0,2023-10-10,"v-pop, vietnamese hip hop",5q744j1hal18dCTYFRsuEd,0F1rSmrNT6sp3LYohgYKsT,0.0,mình thấy kết nhau là yêu - hải đăng doo.mp3,OK,OK
MÙA ĐÔNG VÀ EM (feat. Free),RAP VIỆT,Free,album,14.0,2021-11-01,"vietnamese hip hop, v-pop",7HiE74N7mmSryThilThYGz,1cPpd989kghzlZqfpP4KwL,0.0,mùa đông và em (feat. free) - rap việt.mp3,OK,OK
Mà Vẫn Cô Đơn (feat. 14 Casper),Khải,14 Casper,single,18.0,2023-07-05,"v-pop, vietnamese lo-fi, vietnam indie",1AZjvu7K0KCNNn7g7UTPr5,2YJjdbWUlFUPMyveMVft5k,0.0,mà vẫn cô đơn (feat. 14 casper) - khải.mp3,OK,OK
Màu Hoa Đỏ,Tùng Dương,,album,12.0,2018-07-19,"v-pop, vinahouse",7jdkvi2MfoKp9ngA7nLZ1b,4rBvN6UImNzcY5abMKdAuw,0.0,màu hoa đỏ - tùng dương.mp3,OK,OK
Màu Xanh,Hien Thuc,,album,10.0,2025-05-17,"v-pop, vinahouse, vietnamese bolero",0rZerbTcgX8TE6gj2N0z53,6xQUSqDu9uizDib9Ww47yO,0.0,màu xanh - hien thuc.mp3,OK,OK
Mách Bảo,B Ray,,single,34.0,2022-02-17,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",4MvzEEtMtbs6hoYGZRnXor,1WvNgEoB66jmHodcj15Zi9,1.0,mách bảo - b ray.mp3,OK,OK
Máu Lên Nào,tlinh,,single,6.0,2022-07-29,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",4HlpAFnfKPOWQxsjQhCq17,3diftVOq7aEIebXKkC34oR,0.0,máu lên nào - tlinh.mp3,OK,OK
Máu Đỏ Da Vàng,DTAP,"Võ Hạ Trâm, NSND Thanh Thúy",album,30.0,2025-08-19,v-pop,4SIN99OT7i8S2M9zKUb0kd,5L9ssI4l4DKU1za4ZwvKvG,1.0,máu đỏ da vàng - dtap.mp3,OK,OK
Máu Đỏ Da Vàng,ERIK,DTAP,single,45.0,2021-11-24,v-pop,4t3Tcv5VOlBhhvPlSAtBjH,1L1VfizWn4DkFt602yD80U,1.0,máu đỏ da vàng - erik - dtap.mp3,OK,OK
Máy Bay Giấy,(S)TRONG,,single,28.0,2025-09-24,"v-pop, vietnam indie",09ycwhJy7IEi35ZiJpcwit,7571XEqHqL61NDiLtWXhS5,0.0,máy bay giấy - (s)trong.mp3,OK,OK
Mân Côi,Linh Cáo,,single,34.0,2015-11-02,"vietnamese lo-fi, vietnam indie, v-pop, vietnamese hip hop",0p2mf4CTUyzvBuzLrIgrvh,0vTUa2hbNHke3omoGxuKFm,1.0,mân côi - linh cáo.mp3,OK,OK
Mâu Thuẫn,Bùi Lan Hương,,album,24.0,2018-08-03,"v-pop, vietnam indie",7czapjbBptgrx3ih4ELUy2,2XtMx7EHHODQSeBzDCBec9,0.0,mâu thuẫn - bùi lan hương.mp3,OK,OK
Mây,Willistic,HURRYKNG,single,30.0,2021-03-11,"v-pop, vietnamese hip hop",2KUufo2HJu1EG69a7sX0sN,0XEYiIh3AzMl9lBaT3gNz7,1.0,mây - willistic.mp3,OK,OK
Mây Hồng Đưa Lối,DatKaa,,single,38.0,2022-03-03,"v-pop, vinahouse, vietnamese lo-fi",2eIQ36oaqwtnNKagmWQf9X,6mMxOJfr3bN1QPUiForaWf,1.0,mây hồng đưa lối - datkaa.mp3,OK,OK
Mây Khóc Vì Điều Gì,Vũ.,,album,40.0,2024-09-27,"v-pop, vietnam indie, vietnamese lo-fi",5j7uXM9aNdklFXA2iQp1jS,57g2v7gJZepcwsuwssIfZs,0.0,mây khóc vì điều gì - vũ..mp3,OK,OK
Mây Lang Thang,Tùng TeA,"PC, TaynguyenSound",single,49.0,2021-06-01,"vietnamese hip hop, vietnamese lo-fi, v-pop, vietnam indie",6tRA1aO8A1v57geP0K3oPk,3HD3V1nGFPwepBO7064Ij0,1.0,mây lang thang - pc.mp3,OK,OK
Mây N Mưa,Duongg,,single,8.0,2024-05-16,"vietnamese lo-fi, v-pop, vietnam indie",7m5rY8P4TD7wtuYBBQ50su,3JkGKNawown8MgcJsDw1WT,0.0,mây n mưa - duongg.mp3,OK,OK
Mây Trời,MANBO,NAMVEE,single,27.0,2022-03-07,"vietnamese hip hop, v-pop, vietnam indie",3dFkD61ECyzJJPEBDV4y9R,2rKtPYcwYmevNcaqzJOwvf,0.0,mây trời - manbo.mp3,OK,OK
Mây Trời Gió Cuốn,D Blue,"Xám, Ngắn",single,14.0,2024-09-16,"v-pop, vietnamese hip hop, vietnam indie",4USrkOFLhpQEajfCWm2lPV,7JRDlOAUMJuLKmapm6H2VG,0.0,mây trời gió cuốn - d blue.mp3,OK,MISSING
Mây Đen (feat. EREN & VCC Left Hand),prettyXIX,"EREN, VCC Left Hand",single,31.0,2025-10-10,"vietnamese hip hop, v-pop, vietnam indie",6udXrnsZZ9uGdbRFKa0JAX,28XrDF0G35BpyybcGaQTzU,1.0,mây đen (feat. eren & vcc left hand) - prettyxix.mp3,OK,OK
Mây Đêm Chờ Mấy Đêm,Nguyễn Hữu Kha,,single,35.0,2021-09-29,"vinahouse, v-pop",6ouoTdCD6Kk3sE5n7EbGCD,50zVd0WBgPZqC88gkrJ5xd,1.0,mây đêm chờ mấy đêm - nguyễn hữu kha.mp3,OK,OK
Mãi Chẳng Ai Yêu Mình,GiGi Hương Giang,,album,13.0,2022-04-26,"v-pop, vietnam indie",04H8A1oqscBDO7D8BrKJsp,2NYFphd3cUQ5pLEVLaBP9L,0.0,mãi chẳng ai yêu mình - gigi hương giang.mp3,OK,OK
Mãi Chẳng Thuộc Về Nhau,Bozitt,,single,40.0,2020-10-23,"vietnamese lo-fi, v-pop",7HtgkbKqi2b4PrnYKqngkg,5TPzMTLOTGx95E7pizHYkP,1.0,mãi chẳng thuộc về nhau - bozitt.mp3,OK,OK
Mãi Luôn Gần Nhau,Only C,,single,16.0,2015-08-18,"v-pop, vietnamese hip hop, vinahouse",4A0cokOq5TTMbgX3nq8obN,5GBXwBVQufRCmwI1bNRIUo,0.0,mãi luôn gần nhau - only c.mp3,OK,OK
Mãi Mãi Bên Nhau,Noo Phước Thịnh,,single,47.0,2014-10-21,"v-pop, vinahouse",3B8BsHqwDa0mYDq2uSo0DJ,3mibIJiduF0MVLLAvHZAxw,1.0,mãi mãi bên nhau - noo phước thịnh.mp3,OK,OK
Mãi Mãi Sẽ Hết Vào Ngày Mai,Andiez,,single,42.0,2018-11-22,"v-pop, vietnam indie, vietnamese lo-fi",2r5IkBMxiNRklA7dkxMawC,0tBmmwc8j8zbJxISwdsvjA,1.0,mãi mãi sẽ hết vào ngày mai - andiez.mp3,OK,OK
Mãi Yêu Người Thôi,Châu Khải Phong,Khang Việt,album,5.0,2025-05-15,"vinahouse, v-pop, vietnamese lo-fi, vietnamese bolero",2GrF7hDVMGokingA7RC6tj,1RZSSA978w2tUKtXqC6XGZ,0.0,mãi yêu người thôi - châu khải phong.mp3,OK,OK
Mè Nheo,Thoại Nghi,"ICM, Quốc Đạt",single,10.0,2025-12-19,"v-pop, vietnamese hip hop, vinahouse, vietnam indie, vietnamese lo-fi",0V4Hvx7ThfzeNFJo9aP3rG,0RKO9apqLv21yxEPU8v3NT,0.0,mè nheo - thoại nghi.mp3,OK,MISSING
Mèo Hoang,Ngọt,,album,35.0,2018-01-01,"vietnam indie, v-pop, vietnamese lo-fi, vietnamese hip hop",1G57N74cU7pqMPdxLLyzq0,0V2DfUrZvBuUReS1LFo5ZI,1.0,mèo hoang - ngọt.mp3,OK,OK
Mê,Hoàng Duyên,,single,27.0,2022-02-09,"v-pop, vietnam indie, vietnamese lo-fi",6Rbz4nzR4ytexB7Zx28AmL,3LbBKYlyMaATS8IIe7HJ0d,0.0,mê - hoàng duyên.mp3,OK,OK
Mê Cung,Hannie,,single,11.0,2024-11-27,"v-pop, vinahouse",2C0jtH9h2LnY7gkECU4Laf,7tRkypqswDC2uWg9g9H0Vs,0.0,mê cung - hannie.mp3,OK,OK
Mê Cung Tình Yêu (prod. RIO),52Hz,,single,44.0,2024-02-06,"v-pop, vietnam indie, vietnamese hip hop",57NB3UNDK1VPTRH0N1pqe7,1y28JlO6rDMUB5rkcA4RAh,1.0,mê cung tình yêu (prod. rio) - 52hz.mp3,OK,OK
Mê Em...,Khắc Việt,,single,40.0,2025-11-11,"v-pop, vinahouse, vietnamese bolero",7mvEEfUWNZjuIePJScSVGl,7luDDYsfkSivBsoTz3BKMq,0.0,mê em... - khắc việt.mp3,OK,OK
Mê Ly,BigDaddy,,single,14.0,2020-10-18,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",4gT9AfIzSipVUtXoMiOZhx,3Tehj7YghQc7zH0I1faGc6,0.0,mê ly - bigdaddy.mp3,OK,OK
Mê Muội,Bùi Lan Hương,,album,29.0,2018-08-03,"v-pop, vietnam indie",0zA1LO1lfHHIboiCcfE93C,2XtMx7EHHODQSeBzDCBec9,0.0,mê muội - bùi lan hương.mp3,OK,OK
Mê Phết (feat. SpideyBoy & LVK),prettyXIX,"SpideyBoy, LVK",album,14.0,2025-11-06,"vietnamese hip hop, v-pop, vietnam indie",5Stim8W1uIQ01qS9qRp11w,28XrDF0G35BpyybcGaQTzU,0.0,mê phết (feat. spideyboy & lvk) - prettyxix.mp3,OK,OK
